id,category,qusasa
406,23,جلستْ على طرف الفراش.. وأمسكت بدفاتري.. ومضت تطالع كل حرف.. أنجبته مشاعري! بدأت كتابة هذه القصيدة عام 1978.. ما زلت عاجزًا عن استكمالها بعد 38 سنة! ليست قصيدة جيدة، لكنها تلتهب بأحاسيس قاتلة.. إنها ذكرى (....) الساحرة.
407,23,يكتب في الفيسبوك: (قصة فشيخة يا برنس) أو (قصة خنيقة فشخ)، ثم ينام سعيدا شاعرًا بأنه أدلى بدلوه في تقدم الأدب العربي والبشرية.
408,23,الطريقة الشهيرة: هل سمعت عن اتفاقية أرتور – سالوري؟ غريب جدًا أنك لا تعرفها.. بصراحة أنا مصدوم لأن كاتبًا مثقفًا مثلك لم يسمع عنها.
409,23,"عرفت هذه النظرة المميزة.. إنها من قرائي.. أعرفهم على الفور.. كدت أدنو منها لأسألها: ""حضرتك بتقري لي.. مش كده؟"" ثم ألتقط لنا صورة (سيلفي) معًا!"
410,23,المصري غير مستعد لقراءة أي قصص ستريبس أو أي كلام على شكل بالونات كلام.. تلقائيًا يستخف بالأمر ويعتبره (ميكي ماوس) مهما كان خطيرًا أو عميقًا.. يمكنك أن تسب الحكومة كما تشاء دون أن يعبأ بك أحد.. الفنان حجازي العظيم تعلم هذا الدرس جيدًا.
411,23,ملأ ذلك المجنون جدران القاهرة بإعلانه عن كتابه المدعو (الألوهية والجنس).. برغم الخبال الواضح فإنه قد لخص العقل العربي ببراعة.
412,23,هناك آراء ثابتة تدربت على أن أسمعها وأتوقعها: أي كتاب من جزئين، فالجزء الثاني ليس في مستوى الأول.. أي قصة تنهي سلسلة تكون محبطة.. أي عودة لسلسلة بعد انقطاعها تكون عودة مخيبة للآمال.. أي محاورة بالإنجليزية مع صحفي غربي فأنا أفضح نفسي وآرائي الحقيقية المعادية للإسلام التي لا أقولها في العربية!
413,23,تسعون بالمئة من معلقي الإنترنت يعلقون قبل أن يقرءوا المقال.. هم متأهبون طيلة أربع وعشرين ساعة للتعليق على مواضيع لا يعرفون عنها حرفًا.
414,23,موضوع الرد بالفيسبوك وعدم مراقبة الردود أدى لتحول الإنترنت إلى بكابورت يطفو فيه البراز.. لابد من وجود طريقة للرقابة لأن ضمير الناس غير كاف بتاتا.. الناس تتوحش على النت وحاليا لا تهتم بأن تذكر اسمها مع كل هذه الشتائم البذيئة، بل صارت تفخر ببذاءتها على طريقة نساء الأحياء الشعبية في المشاجرات.
415,23,الفيسبوك يجعل أي شخص قادرًا على نشر أي هذيان للعالم ويظل هناك للأبد.. في الوقت نفسه لا توجد ملاحقة قانونية.. لا أحد يملك المزاج الرائق.. ولو تمت مراقبة الفيسبوك فلسوف ينصب اهتمامهم على السياسة فقط.
416,23,سأندهش جدا لحظة الاحتضار لو لم يأت قارئ يحمل رواية يريد أن أقرأها بسرعة قبل أن أموت.. بسرعة.. مش حتاخد وقت يا دكتور.. هذا بالطبع ما لم يكن جزءًا من عذاب القبر.
417,23,لدى الأديب – أي أديب – ظمأ دائم لا يرتوي للوجود.. لا يكفيه قلب واحد ومخ واحد وعينان وشفتان.. يحاول بقلمه أن يعيش ألف حياة قبل الموت.
418,23,أخشى أن يتم حظر نشر أخبار حظر النشر! هكذا لا تعرف عن أي شيء تتكلم بالضبط لتظل خارج السجن.
419,23,تلك الجريدة لا تنشر سوى الكذب.. يمكنك أن تعرف الحق بأنه كل ما لا يُنشر فيها.
420,23,هناك من يقرأ هذه السطور، لذا لن أبوح بهذا السر الرهيب!
421,23,يكتب عاجزًا عن التخلص من فكرة أنه عظيم ومقنع.. لهذا لم أتحمل كتاباته قط.
422,23,"في كل كتاباته يحاول إقناعك بآراء لم يخطر لك أنها موجودة، عن أشياء لا تعرفها.. كأنك وجدت كتابًا يبادرك الكاتب فيه قائلاً: ""اخرس أيها الوغد! السلطبان المشوي ألذ ألف مرة من السلطبان بالصلصة! صه! لا تقل كلمة أخرى!"""
423,23,لكل لغة مفرداتها الخاصة القادمة من طباع الشعب وتاريخه التي تستحيل ترجمتها.. تخيل نقل كلمة مثل (هأو) بكل ما فيها من معان وذكريات ومحتوى وجداني إلى الفرنسية.
424,23,عامة لا أرتاح إلى الأدباء الذين لا يعرفون كيف يعربون ما بعد (لا سيما).. إنهم غير جديرين بثقتك، ولا يمكن أن تثق بأحدهم خطيبًا لابنتك.
425,24,كمطربة، ثمة شيء خطأ في صوتها.. يمنحك نشوة ناقصة كتلك التي تحس بها إذا أردت أن تعطس فلم تستطع.. أكره النقد من طراز (ثمة شيء ناقص) لكنه الحقيقة هنا.
426,24,في طفولتك تحب إسماعيل يس.. تنضج أكثر فتشعر أنه يفرط في البلاهة وأنها كوميديا مبتذلة.. تكبر أكثر فتكتشف أنه كان يقدم روائع!
427,24,كان موفقًا جدًا في إعداد النص.. لقد حوله من نص شديد الإملال إلى نص ممل فقط!
428,24,هذا هو المسلسل الأربعون الذي يؤكدون أنه أول مسلسل رعب عربي!
429,24,دور السينما في طنطا أقرب إلى دورات مياه رُصّت فيها المقاعد.. كلاهما له نفس القذارة والرائحة والفئران والصراصير، وكلاهما لا ترى فيه أي صورة.. الفارق الوحيد هو أنك لا تسمع شتائم بذيئة في دورة المياه!
430,24,أي فيلم يقدم عن رواية شهيرة لا يروق لقراء الرواية حتى لو أخرجه ستانلي كوبريك نفسه.. لكنه بالطبع يروق جدًا لمن لم يقرءوا الرواية.
431,24,أدركنا منذ زمن طويل أنه لم يعد بالإمكان قلب هذا العالم، ولا تغييره إلى الأفضل، ولا إيقاف جريانه البائس إلى الأمام! لم يكن ثمة سوى مقاومة وحيدة ممكنة: ألا نأخذه على محمل الجد! (ميلان كونديرا)
432,24,"كما يقول أحمد فؤاد نجم ساخرًا عن أغنية سمعها: ""لاجل الآمال.. ولاجل العيال.. ولاجل أي حاجة آخرها آل""."
433,24,يبدو الأمر مضحكًا وسخيفًا، لكني أشم نفس رائحة ثورة يناير 2011 في كليب أغنية صيدلة القاهرة 2016، الذي رآه الجميع في يوتيوب. نفس العقلية الجامحة النبيلة الذكية.
434,24,اللحظة الرائعة في فيلم إنجمار برجمان هذا، هي عندما بدأ الناس يسبّون ويغادرون دار السينما ساخطين لأنهم لا يفهمون حرفًا. عندها شعرت وصديقي بالتميز والتفوق! هذه أفلام خلقت كي تشعر المثقفين أنهم كذلك.
435,24,أعتقد أن المشكلة الأولى في أداء تلك التمثيليات التاريخية الفرعونية هي رائحة الأقدام التي تحررت من الجوارب!
436,24,في كل مجلة في كل أسبوع تظهر الممثلة (....) شبه عارية، مع خبر يؤكد أنها قررت ألا تظهر عارية في أي فيلم بعد اليوم.
437,24,في فترة من فترات حياتي شعرت أن هناك شركة يعمل فيها سامي السلاموني ومحمد عفيفي وتشيكوف ويوسف شاهين وتشايكوفسكي وستيفي واندر ويوسف إدريس وصلاح جاهين وصبري راغب وأمل دنقل.. مهمة هذه الشركة ببساطة هي جعل حياتي محتملة.
438,24,أغاني الميكروباصات – خارج نطاق المهرجانات الصاخبة – هي كلام مستمر عن الخسيس والأصيل والزمان الذي جار علينا والصاحب الخائن. يستمع السائق للأغنية ويتصعب، بينما هو يتحسس الركبة اليسرى لزوجة صديق عمره الجالسة بجواره طبعًا.
439,24,متلازمة ستندال تصف الشخص الذي يصاب بدوار وضيق تنفس وتسارع في ضربات القلب عندما يرى عملاً فنيًا كلاسيًا. بالتأكيد لن يُصاب أي من معارفي بهذا المرض أبدًا.
440,24,قد لا يكون الفنانون مثقفين على الإطلاق، لكن تأثيرهم كاسح على الرأي العام. لو تكلم ألف أستاذ جامعي أو عالم أو خبير في مركز الأهرام، فلن يعادلوا تأثير ممثل محبوب واحد.
441,24,علمنا مسرح القطاع الخاص أن أصحاب الاحتياجات الخاصة مصدر دائم للمرح، كما علمتنا السينما المصرية أن المجانين مضحكون دائمًا!! تلقينا دروسًا ممتازة في القسوة.
442,24,قدم المذيع معلومة عن فريق البيتلز فأخطأ فيها. تضايقت بينما سخر الجالسون مني لأنها معلومة تافهة أصلاً. الفكرة هي أنك يجب أن تؤدي عملك بإتقان حتى لو كنت تتحدث عن ألوان مايوهات شاكيرا أو أنواع البراغيث في القطب الشمالي. لو كنت ترى الموضوع تافهًا فلا تتكلم عنه من الأصل.
443,24,في المواسم القادمة لحلقات رامز جلال، سوف يتناوبون على اغتصاب فنانة أمام الكاميرات، ثم يعلن رامز عن شخصيته ويطلب منها الصفح وهي تلملم ثيابها الممزقة، من ثم يضحك الجميع. لابد أن هذا سيحدث ما دام مؤشر الفظاظة يتصاعد بهذا الشكل.
444,24,لا أحب الموسيقا الكلاسيك جدًا، لكن أعتقد أن هؤلاء القوم لا فضل لهم في موسيقاهم وإنما كانت تملى عليهم من السماء إملاء.. إنها حروف اللغة الكونية.
445,24,ألا يمكن أن يوجد فنان تجريدي معدوم الموهبة؟ لو لاحظت لوجدتهم جميعًا رائعين.. ما المقياس؟ هذا ضرب من الفن يخفي الموهبة ويخفي عدم وجودها.
446,24,هذا البرنامج السخيف مستمر للأبد مهما كتبنا وقلنا.. هكذا كل شيء في الحياة. بعد قليل تشعر بأنك سخيف ضيق الأفق ولا تملك سوى النقد، وتقرر الصمت. ثم يروق لك!!
447,24,كل ممثلة إغراء تقول للصحف إن الإغراء ليس تعريًا.. وبرغم هذا تظهر في كل صورها شبه عارية. اجعلوها تضع خمارًا ثم تلعب دور إغراء لنرى مدى صدقها. كانت أورسولا أندريس صريحة حين قالت: عندما أمثل الإغراء يكفي أن أترك زرين في بلوزتي غير مزررين، وأتظاهر بأنني لا ألاحظ هذا!
448,24,قد تكون عبقريا كالبيتلز أو سبيلبرج يا صاحبي، لكن المشكلة هي أنه لو لم يظهر البيتلز لما افتقدهم أحد! قد تكون مذهلا عبقريًا لكن لا مشكلة لو لم تظهر.
449,24,أرى قناة ماسبيرو زمان فأندهش: كيف كنا نقهقه حتى تنقطع أنفاسنا أو نرتجف رعبًا مع مشاهد ساذجة كهذه؟ كنا أبرياء كقطط صغيرة، ثم رأينا وسمعنا كل شيء، فازددنا كآبة وتبلدًا. لقد عجل التلفزيون من نضجنا ففساد أرواحنا.
450,25,كان يريد أن يمر على بيتها ليلاً، ويغني أغنية (أنا في الشارع الذي تعيشين فيه)، لكن هذا كان مستحيلاً في ذلك الشارع المزدحم اللعين، ولو توقف للحظة رومانسية فلسوف تدهمه سيارة مجنونة أو يضربه أحدهم بكتفه.
451,25,هي فراشة رقيقة شفافة.. إلى حد أنها بدأت تشبهك يا حبيبتي!
452,25,باستطاعتي أن أحب ألف فتاة جميلة غيرك، وإذا كنت لا تعبئين بي فهذا بوسع أي واحدة منهن.
453,25,ثمة علاقة أكيدة بين البحر والمرأة.. كأنها تعود لعنصرها الأصلي وتمتزج به.. تذكرت قصة قديمة عن عرائس البحر اللاتي يعشن بيننا ويجب أن يغمرن أنفسهن بالماء عشر دقائق كل يوم ليبقين حيات.. أعتقد أن كل امرأة فيها جزء من عروس البحر.
454,25,هي ليست فتاة.. إنها هرمون الإستروجين لو كان يمشي ويتكلم.
455,25,حاول جاهدًا التذكر: ترى ماذا كان اسم تلك السيدة التي تقيم معه في الشقة؟ السيدة التي أنجبت أولاده وتربيهم؟
456,25,امتلأت معدته بالطعام فلم يبق فيها موضع لحب.. كنت أقول دومًا أن القلب والمعدة تجويف واحد.
457,25,لها وجه من الوجوه التي تذكرك بشيء لا تعرف كنهه.. يذكرك بزمن ما وأحداث لم تعشها وأشخاص لم تلقهم.. كلما كلمتها لم أفهم شيئًا من كلامها لأنني أقضي الوقت في تذكر: أين رأيت وجهًا كهذا؟
458,25,لم يحبها قط.. هي بالنسبة له تصلح لغرض واحد فقط.
459,25,عندما يكتمل القمر يتحول المسحور إلى ذئب مخيف.. نفس الشيء يحدث لك عندما يأتي الربيع كل عام.. تتحول لكائن رومانسي أبله.
460,25,هذه التي تمشينها ليست مشية.. هي أقرب إلى (السريان) أو (الانسياب).. لا يمكن أن تكون نتاجًا ميكانيكيًا بحتًا لعضلات المشي الثمان.
461,25,من الغريب أنني لم أظفر قط بإعجاب من تمنيت الظفر بإعجابهم ولا أحد سواهم.. يشبه الأمر الفتى الناجح مع الفتيات لكنه لا يستطيع أن يلفت نظر الفتاة التي يحبها فعلًا.
462,25,زوجة استحقت الماس لكنها لم تطلبه.
463,25,وجهك يذكرني بمكان ما في أرض ما في زمن ما، كنت فيه سعيدًا وحرًا.. ربما كنت لي في زمن سحيق وربما ستكونين لي بعد قرون.. من يدري؟ فقط كوني بقربي للأبد.
464,25,ابق بقربي يا قلبي أيها الأحمق.. لا تلعب بعيدًا ولا تضايق الحسناوات في المرج.. أنت طفل عابث وأنا أملك جهامة وحكمة الشيوخ.. لو لم تطعني فلسوف أتخلى عنك للأبد.
465,25,"تثير شجوني فكرة أن اثنين معجبان ببعضهما جدًا، لكن كليهما لا يعرف ذلك عن الآخر.. كيف لو عرفتْ؟ وماذا لو لم تكن معجبة بي كما تخيلت؟ عبارة جبران العبقرية: ""بين منطوق لم يُقصَد، ومقصود لم يُنطَق، تضيع الكثير من المحبة""."
466,25,سوف تندم لأنها لم تقبل الزواج مني.. المشكلة أنني قضيت حياتي كلها محاولاً جعلها تندم فلم أفلح!
467,25,هي لا تحبني لكنها لا تريد فقدي.. نوع من هواية التجميع لا أكثر.
468,25,مشاعري وشخصيتي وثقافتي هي تراكم قصص حب فاشلة.. مثل الجهاز المناعي بالضبط.. كل عدوى تنمي قدراته أكثر.
469,25,أنا لست جديرًا بها، لكن من قال إن الخنزير الآخر الذي سيتزوجها يومًا جدير بها هو الآخر؟ ما دامت ستقع في قبضة وغد لا محالة، فليكن أنا.
470,25,لقد أحببتها بجنون، وربما لهذا نفد حبي لها بسرعة. عبارة يصعب نسيانها لسومرست موم في رائعته (عن عبودية الإنسان).
471,25,ابتعدي عني يا (.......) ولا تكوني القصة القادمة.. أرجوك.. أتوسل إليك!
472,25,كوني حبيبتي.. لدي الكثير مما أمنحه لك لو قبلتِ.. لا أعرف ما هو لكنه موجود.
473,25,ما شكل الفرن الذري الذي يستطيع إذابة هذا الصقيع المغلف لأنوثتها؟ لم أر فتاة تكره أنوثتها مثلها.
474,25,هي لا تحبني.. هي تحب حبي لها.. فهذا يثير غرورها.
475,25,علاقتنا تشبه الصورة المتكونة في بؤرة العدسة.. جميلة واضحة.. لو اقتربنا أو ابتعدنا أكثر من اللازم لتشوهت الصورة.
476,25,بعد رحيلها.. شعور مبهم من الخواء والحزن ونشوة الخلاص.. لابد أن مريض الغنغرينا يشعر بهذا بعد استئصال قدمه المتعفنة.
477,26,الحياة جميلة بشرط ألا يوجد آخرون.
478,26,الاستخدام الوحيد لسيارته هو أنها تأخذه للميكانيكي ليصلحها.. أي أنها تسهل له الذهاب للميكانيكي!
479,26,نحن لا نتوقف عن اللعب حين نكبر، نحن نكبر حين نتوقف عن اللعب (برنارد شو).
480,26,تجاهل البلطجي الذي يشتمك أو يصفع قفاك يمنحك حياة طويلة، ولكن أي حياة تلك؟!
481,26,فيما بعد سيظن المؤرخون أن هناك وباء ساد العالم في القرن 21، جعل كل البنات يقفن على قدم واحدة ويثنين الأخرى، وينظرن للكاميرا بالجانب بنظرة من طراز (الشوكولاتة - معايا - ومش - حأديك - حتة)، ويجعلن فمهن كمنقار البطة. عندما تقابل يا ولدي الفتاة الوحيدة التي لا تفعل ذلك، فلتتزوجها في الحال.
482,26,لو قرأت قصة حياتي مكتوبة عن إنسان آخر لحسدته بشدة ولتمنيت أن أكون أنا ذلك الإنسان! عندما تقترب من الصورة تجد الكثير من الإحباطات والاكتئاب والفشل. لو اقتربنا من حياة كل من نحسبهم سعداء لوجدنا هذه البقع الداكنة.
483,26,السبب الوحيد الذي أبقاه متزوجًا هو أنه ليس رائق المزاج للطلاق. ليس لديه وقت يضيعه مع المحامين والمحاكم والبكاء الهستيري وجلسات الصلح ووساطة الأقارب.. إلخ.
484,26,أنت الدليل الحي على أن المجنون لا يجب أن يسمح له بالزواج وإنجاب ذرية، كما قال نيتشه وهتلر بالضبط.
485,26,لم يخلق بعد الرجل الذي يلبس شبشبًا ويقاوم لذة أن يخلع الشبشب إذا جلس، ليداعب قدمه في تلذذ واعتزاز كأنه الشخص الوحيد الذي يملك قدمًا في العالم. هذا بالطبع قبل مرحلة تمرير أصابع اليد بين أصابع القدمين في نشوة غامرة!
486,26,أشعر أحيانًا أن الناس تعتبر الحفاظ على المواعيد مهينًا للكرامة أو دليلاً على عدم الأهمية.
487,26,"حينما يبدأ محدثي كلامه بعبارة ""بلا غرور"".. أعرف أنه سينعت نفسه بنعت مغرور مستفز يجعلني أتمنى تحطيم وجهه!"
488,26,أنت تمشي في طريق الضياع.. حافظ على خطواتك.. فلو فقدت هذا الطريق لضعت لا محالة!
489,26,هي موهوبة في جعل الناس متوترين يشعرون بالمقت والاشمئزاز من أنفسهم!
490,26,امتلأ البيت أطفالًا.. هذه هي نهاية العالم بالنسبة لشخص شديد الذاتية يمتلك كتبًا وصورًا وشرائط كاسيت وأقلامًا يعتز بها.. إنها النهاية وعليه أن يبدأ حياته من جديد.
491,26,يملك قدرًا هائلًا من الحقد، وهذا الحقد لا يخرج للعالم بل يلتهم خلايا مخه ذاتها.
492,26,لكي تشعر بالسعادة، يجب أن تعتقد يقينًا أنك تستحقها.
493,26,ولكن.. متى وكيف سرقوا الثمانينيات مني؟
494,26,مشكلة الموت هي أنه يأتي بينما ليس لديك وقت من أجله! يأتي وأنت مشغول جدًا.
495,26,مصر هي البلد الوحيد الذي يمكن ألا يستعمل فيه عضو بيولوجي لمدة أربعين عامًا أو أكثر.. ربما لا يستعمل أبدًا.. أتكلم عن الغدة التيموسية طبعًا!
496,26,كان يتكلم بالسيارة باعتبارها جزءًا من أبجديته.. يقال له شيء غريب فيضغط الفرملة.. تقال له دعابة فيعبث بالمقود.. يغتاظ فيزيد السرعة! الركوب معه هو لعبة شطرنج مع الموت.
497,26,حمقاء هي المرأة التي تقتل اشتهاء زوجها لها بالنكد أو التمنع الزائد، فيكف عن اعتبارها أنثى أصلًا، ويبدأ في ملاحظة الأنوثة العارمة لدى الأخريات.
498,26,مهما كان ضعف منطقك وتهالكه فبعض الصراخ ينهي المشكلة كلها. الأعلى صوتًا على حق دائمًا. المجد للصارخين وجهوريي الصوت.
499,26,أنا كثير المعارف قليل الأصدقاء.. حقيقة مذهلة. أحيانًا أجد أنني وحيد جدًا وأبحث عن أي بواب بناية أتبادل معه الحديث.
500,26,اطمئن.. حالتك الصحية تقول إنك لن تحتاج لمتاعب تجديد رخصة السيارة مرة أخرى! هذا أول خبر ممتاز تسمعه اليوم.
501,26,الناس لا تسكت أبدًا: تموت في فراشك فيغبطونك لأنها ميتة هادئة.. ميتة أنبياء كما يقولون. تموت وأنت تصرخ وتتلوى فيهنئونك لأنك تكفر عن آثامك.
502,26,"كل حوادث مرور مصر سببها كلمتان (خلّص!) و(اخطفها!).. هناك دائمًا أحمق مستهتر ما شعر بالملل وقرر أن يخلّص أو أن يخطفها."
503,26,كانت غضبته عنيفة كغضبة كل من يتهمونهم بالطيبة ويريدون نفي هذا.. إنها تغدو غضبة خارج حدود أي منطق وبلا تناسب مع حجم الاستفزاز.. ويستحيل التنبؤ بها أو معالجتها!
504,26,يتأمل الجثة بعد قتلها في شيء من الفخر.. كأنه أنجز عملاً فنيًا.
505,26,غريزة التسلية أخطر من أي غريزة شريرة أخرى.. الفراغ والحاجة إلى إيذاء أي شخص.. كما تهرس بقدمك حشرة لا خطر منها لمجرد الملل.
506,26,يعتقد أن الكذب وظيفة حيوية مثل الأكل والشرب والتنفس.. لو لم يكذب لمات.
507,26,أشعر أن الناس تعتقد أن الحفاظ على المواعيد شيء مهين أو يحط من كرامتهم.. أنت دقيق في مواعيدك لأنك غير مهم.
508,26,أمقت طريقة المنتديات هذه.. لتعرف الساعة الآن سجل في منتدانا وأضف ردًا.. ينتهي الأمر بأن تترك المكان وأنت تسب وتلعن.
509,26,الفول والفلافل – عصير القصب – لحم الراس.. كأن هذه أشياء خلقها الله لي أنا وحدي كي أستمتع.. لا يعرف القصب أن إمتاعي هو الهدف من وجوده!!
510,26,أكل المانجو والسمك عورات ويجب أن تتم بعيدا عن العيون.
511,26,هو بارع جدا في عدم الإجابة عن الأسئلة.. يغرق الإجابة في كلام كثير متشعب، فلا يفهم محدثه إن كان أجاب أم لا.. يهز رأسه في تعب وينتقل لموضوع آخر.
512,26,هي فتاة عصرية تقليدية ممن يرسمن فم البطة ويتصورن سيلفي.. وعلى الأرجح ستطلب الطلاق منك بعد ثلاثة أشهر من الزواج.
513,26,لتكن صداقتنا بريئة بعيدًا عن أي أغراض دنيئة.. لا تعرض علي كتاباتك وتطلب رأيي!
514,26,لا أسألك لتقول رأيك.. بل أريدك أن تقول رأيي بصوتك.
515,26,كانت معجبة بقوامها الفارع الرشيق، لذا راحت تتصرف كعارضة أزياء: تروح وتجيء في مشاوير وهمية لا غرض لها سوى أن تتيح للشباب أن يروا جيدًا ويحلموا!
516,26,هناك نوعان من البلاهة.. بلاهة من يصدق بوست كهذا.. وبلاهة من يصدق أن هناك من بلغت به السذاجة درجة أن يصدق بوست كهذا!! كلاهما أحمق.
517,26,راح يتحدث عن رئيسه في العمل بحب وانبهار، وأنا أعرف أن ذلك الرئيس لا يستحق ربع تلك الصفات.. أعرف أن صديقي صادق.. فقط كان في مشكلة ضميرية.. هو مضطر للخضوع لرئيسه، وهو شريف نبيل، لذا قرر أن يقنع نفسه أن الرئيس رائع.. المبرر المعقول لهذا الخضوع المخزي هو أن يحبه!
518,26,"بغاث الطير أكثرها صياحًا ** ولم تصح البزاة ولا الصقور
ضعاف الأسد أكثرها زئيرًا ** وأخطرها اللواتي لا تزير
بيت شعر دقيق وعميق جدًا."
519,26,"هو من تلك المنتديات السخيفة التي تطالبك بالتسجيل فيها حتى لو أردت معرفة كم الساعة الآن.. أو: لن ترى الوصلة إلا إذا كتبت شيئًا.. هكذا يكتب كل رواد المنتدى: ""الفقبفنرؤققعغ"" وهم مغتاظون."
520,26,هذه من نوع الجلسات التي تتناقش فيها أربع ساعات كاملة، ثم تنتهي من دون أن تعرف علام استقررتم وماذا تنوون عمله.
521,26,اختر الإجابة الثالثة في الأسئلة التالية (امتحان الاختيار المتعدد المثالي في رأيي).
522,26,عرفتها على الفور.. تضع ساقًا على ساق.. ترفع النظارة على مقدمة رأسها فوق الحجاب.. شرسة ومتحدية.. تتكلم من أنفها وبألاطة شديدة.. ابتعد عنها كأنها الجذام.. مع شخصية كشخصيتها وطبع كطبعها لابد أن تكون مطلقة.. مستحيل أن تتحمل رجلاً أو يتحملها رجل.
523,26,كان لها منظر مبهرج ملون صاخب يصم الآذان فعلًا.
524,26,الدروس الخصوصية تعلم الطلاب كيف يحصلون على الدرجات النهائية دون أن يتعلموا شيئًا.
525,26,نحن في مرحلة اللقاء والدهشة المتبادلة لأن ابنك او ابنته كبر أو كبرت.. كأن الأطفال سيظلون أطفالاً للأبد.. عما قريب تأتي مرحلة حضور الجنائز المتبادل!
526,26,يجب أن تدفع ثمن كل أكواب الآيس كريم وكل قطعة شيكولاتة، وكل مسح للدهون في قاع إناء الطهي، وكل عشاء دسم أكلته في حياتك. هل ظننت أنك ستنجو بفعلتك؟
527,26,هي المستحيلات الخمسة في حياتي، والتي عجزت عنها: طي القمصان – ترتيب الفراش – سلق البيض – طهي الأرز – نفخ بالونات من اللادن.
528,26,ستكون مشاهد جنازتي جميلة ومؤثرة.. لكني لن أراها للأسف برغم إنني سأحضرها بالتأكيد.
529,26,الحزن لا يستمر.. تكررت هذه القاعدة مرارًا.. فقط كنت أخشى في كل مرة أن يكسر الحزن القاعدة ويستمر للأبد، باعتبار لكل قاعدة استثناء!
530,26,القليل من الغرور شيء صحي.. علموا أولادكم كيف يتعالون أحيانًا.
531,26,بدأ ينصحني.. لكني كنت أعرف منذ اللحظة الأولى أنني لن أقتنع.
532,26,حاولي أن تستمتعي بالحزن والكآبة.. ربنا يزيدك فعلاً.
533,26,تأمل في حياته وشخصيته، هنا شعر بخاطر مرعب أنه إنسان لا بأس به على الإطلاق!
534,26,الرجل يبحث عن فتاة جميلة مهذبة طيبة.. ما إن يجدها حتى يكافئها على تميزها بأن يهديها نفسه! من قال إنك جائزة يا أخي؟
535,26,هواء ما بعد المطر، الذي غسلت كل ذرة منه.. استنشقه واشعر به يغسل رئتيك برائحة الحزن الرقيق الندية. عندما تكون للون الرمادي رائحة، وعندما يكون للحزن لون.
536,26,الموتى لن يضرونا أبدًا بعد ذلك، لذا نحتفي بهم جدًا.
537,26,بوفيه مفتوح ونحو خمسين أكلة. ملعقة صغيرة من كل صنف معناها أن تموت من كثرة الأكل. لكن كيف تطيق ألا تذوق حساء (التوم يوم كونج) أو (الباتاي) أو (القبوط) لتعرف ما هم بقية حياتك؟
538,26,هو كمن يقطع شرايين يده ليجرب مشاعر الموت... هل يعود ليستفيد من هذه الخبرات؟ إنها المعرفة الأخيرة.
539,26,مهما جبت العالم، فلسوف أحمل في نفسي للأبد نفسية الفلاح الذي لا يشعر بألفة إلا حينما يرى متجر البقال حسبو والمسجد متداعي الجدران والكُتّاب والساقية والترعة.
540,26,صار لكلمة سي دي CD في مصر رنين خاص يوحي بالجنس أو الفضائح أو التشهير.. لم يعد لها علاقة بتكنولوجيا المعلومات.
541,26,الحياة تجري والجسم والفكر يتغيران بسرعة ساحقة في بداية العمر وآخره.. كأنه منحنى الجرس.
542,26,ككل المصريين يحب عادة فتح باب القطار قبل وصوله للمحطة، مع تهوية الكرش واستعراضه قليلاً.
543,26,غريب جدًا.. إنه لص كبير وبرغم هذا يبدو مثلي ومثلك.. كنت أتوقع أن يسيل اللعاب من شدقيه ويعوي كالذئاب.
544,26,قاعدة أضمها لقوانين مورفي: عندما تجرب الإنترنت على كمبيوتر جديد فإن خدمة الإنترنت تنقطع من مزود الخدمة نفسه لكنك لا تعرف هذا.. عندما تجرب تشغيل فيلم تكتشف أن بدايته ظلام وصمت لمدة عشر دقائق.. هكذا تعتقد في كل مرة أن الخطأ عندك أنت.
545,26,أعرف جو الاحتفاليات ومبادرات الكليات هذا.. البنات بتي شيرت موحد وإيشارب حجاب له لون واحد وأحذية كوتشي والكثير من صور السيلفي، ولربما صورة بطربوش على سبيل الظرف.
546,26,هل سائقو سيارات الأجرة هؤلاء اشتروا السيارات ليتنزهوا بها؟ هل أقسموا على ألا يركب أحد أبدًا؟
547,26,هذا الوجه البارد الشهواني الغبي القاسي.. فليرحم الله أباه ومعلميه.. هم شهداء.
548,26,حاول أن يبيع شرفه ومبادئه بأي ثمن، لكنه اكتشف أنه لا أحد يرغب في شرف ومبادئ صعلوك بلا أهمية مثله! ربما يمكنه نشر إعلان على موقع إنترنت عن بيع شرفه بأفضل سعر ممكن.
549,26,يحب الرجل الفتيات المحتاجات إلى رعاية.. الفتيات اللاتي يحتجن له فعلاً.
550,26,رششت جرعة عالية من مبيد الحشرات، وكالعادة ظلت الحشرات تنعم بحياتها، لكن أفراد أسرتي سقطوا على ظهورهم وراحوا يحركون أقدامهم في الهواء.. باختصار هو مبيد كأي مبيد آخر.
551,26,"كنت أذهب لشراء مجلة ميكي بألوانها الزاهية ورائحتها العطرة، فأوشك على أن أقول لبائع الصحف المسن: ""هات بعشرة قروش سعادة.. بس اتوصى!""."
552,26,عندما تمشي في ذلك الشارع المزدحم ليلاً، فإنك تأخذ فكرة عن خطورة الانفجار السكاني.. وعن أسبابه!
553,26,لا تهتم بانتقاء ثيابك لهذا الحد.. ليس نصرًا أن تحول الزفت إلى طين!
554,26,أنا من أسوأ الشخصيات التي قابلتها في حياتي.. لكن كذلك – بلا فخر – الوحيد الذي يقول هذا عن نفسه!
